,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round,train_strategy,model_strategy
0,train,0,0.46136,0.90772,0.006124436299800873,5.0,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
1,test,0,0.4488,0.9037,0.006246156597137452,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
2,train,1,0.4671,0.90486,0.006104081144332886,5.1,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
3,test,1,0.4496,0.8968,0.006244792854785919,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
4,train,2,0.46262,0.91064,0.006034904913902283,5.0,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
5,test,2,0.4512,0.9061,0.006208755540847779,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
0,train,0,0.49296,0.9176,0.005805511958599091,5.0,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
1,test,0,0.4776,0.9128,0.0059676138401031495,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
2,train,1,0.49316,0.91828,0.005795109994411469,5.1,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
3,test,1,0.474,0.9128,0.005965268111228943,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
4,train,2,0.4977,0.91946,0.005757968790531158,4.9,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
5,test,2,0.4814,0.914,0.005933089911937714,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
0,train,0,0.49714,0.92012,0.0057469220495224,5.0,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
1,test,0,0.4804,0.9129,0.005930407845973968,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
2,train,1,0.49706,0.91946,0.005749167020320892,5.0,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
3,test,1,0.4765,0.9118,0.005938981831073761,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
4,train,2,0.49816,0.91966,0.0057468395471572875,5.1,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
5,test,2,0.4819,0.9132,0.005930011248588562,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
0,train,0,0.49954,0.91958,0.0057308075404167175,5.0,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
1,test,0,0.4833,0.9138,0.005919604480266571,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
2,train,1,0.49844,0.92026,0.005717064027786255,5.1,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
3,test,1,0.4826,0.9144,0.005906698572635651,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
4,train,2,0.4995,0.92048,0.005712812066078186,4.9,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
5,test,2,0.4798,0.9138,0.005911852514743805,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,1,layerwise,MLP_layerwise
