,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
0,train,0,0.47682,0.90986,0.006292218754291534,14.1,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4334,0.8893,0.006975564670562744,,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.543,0.93378,0.005447660124301911,13.7,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4596,0.8957,0.006608666920661926,,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.58892,0.9426,0.005007460129261017,14.2,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4827,0.9035,0.006568481123447418,,0,0,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.58688,0.94318,0.005005689358711243,13.8,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4824,0.902,0.006572589468955994,,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.58782,0.9424,0.005004754781723022,14.0,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4826,0.9005,0.006563890242576599,,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.58872,0.94252,0.004997813937664032,13.1,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4829,0.9039,0.006546046650409698,,1,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.5897,0.94276,0.00499210292339325,14.2,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4818,0.9019,0.0065484018683433535,,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.58688,0.94214,0.004992082946300507,13.9,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4808,0.9031,0.0065219830274581905,,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.58678,0.94308,0.004986087319850922,13.8,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4844,0.9019,0.006514150655269623,,2,0,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.59792,0.95136,0.0048093729519844055,13.7,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4754,0.9075,0.006649456202983856,,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.64342,0.96326,0.004224802751541138,13.1,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.492,0.91,0.0063685622096061704,,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.67008,0.97186,0.0038843872201442717,12.9,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4964,0.9194,0.006271874451637268,,0,1,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.6691,0.97172,0.0038798646783828735,13.1,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4985,0.9213,0.006259516024589538,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.66996,0.9715,0.0038764246141910555,13.0,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4979,0.92,0.006241502594947815,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.66972,0.9716,0.003876468653678894,12.9,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4989,0.9219,0.00623146014213562,,1,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.66936,0.97186,0.0038778276574611666,12.9,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4964,0.9206,0.006231985664367676,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.66816,0.97174,0.0038795955991744995,12.9,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4977,0.9209,0.0062157822728157045,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.66836,0.9712,0.0038806111907958986,13.0,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.4964,0.9206,0.006207916414737702,,2,1,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.66508,0.96906,0.0040007382023334506,13.3,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
1,test,0,0.4853,0.9129,0.006590164971351623,,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
2,train,1,0.70348,0.97606,0.003514011381864548,13.0,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
3,test,1,0.4977,0.9171,0.006479155051708221,,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
4,train,2,0.7376,0.98274,0.003105918058156967,13.1,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
5,test,2,0.5051,0.9215,0.006305588579177857,,0,2,1579520,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
0,train,0,0.73736,0.98184,0.0031106875872611997,13.2,1,2,262656,<class 'torch.optim.adamw.AdamW'>,512,250,True,0.01,0.001,False,exp1_round16_epochs_4,3,MLP,layerwise,MLP_layerwise
