,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round,train_strategy,model_strategy
0,train,0,0.50676,0.92528,0.005608565945625305,4.9,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
1,test,0,0.4795,0.9192,0.005891233551502228,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
2,train,1,0.49856,0.9188,0.005743047623634338,4.9,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
3,test,1,0.4709,0.9068,0.006034326767921447,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
4,train,2,0.4888,0.9221,0.005726013810634613,5.0,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
5,test,2,0.4619,0.9115,0.006072409927845001,,0,855050,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
0,train,0,0.52358,0.93156,0.005409439659118652,5.1,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
1,test,0,0.5012,0.9209,0.005731656074523926,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
2,train,1,0.527,0.93256,0.005403402652740479,5.0,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
3,test,1,0.5001,0.9217,0.0057332536697387694,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
4,train,2,0.52832,0.93262,0.005375956115722657,5.1,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
5,test,2,0.5028,0.922,0.005709404420852661,,1,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
0,train,0,0.52702,0.93262,0.005373099386692047,5.0,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
1,test,0,0.5021,0.9204,0.005717573964595795,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
2,train,1,0.52752,0.93314,0.0053771669793128965,5.2,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
3,test,1,0.5009,0.9204,0.005728617060184479,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
4,train,2,0.52976,0.9328,0.005381419339179992,5.1,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
5,test,2,0.5014,0.9222,0.00572500729560852,,2,134154,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
0,train,0,0.52946,0.93308,0.005364561612606049,5.0,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
1,test,0,0.5046,0.922,0.005711232626438141,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
2,train,1,0.52894,0.93328,0.005356964645385742,5.1,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
3,test,1,0.5019,0.9219,0.005706753993034362,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
4,train,2,0.52896,0.93246,0.005352685737609863,5.1,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
5,test,2,0.5002,0.9218,0.005713618314266205,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,3,layerwise,MLP_layerwise
