,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round,train_strategy,model_strategy
0,train,0,0.5428,0.94156,0.005209344520568848,5.1,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
1,test,0,0.524,0.9367,0.005409916913509369,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
2,train,1,0.54712,0.94186,0.005184008774757385,4.9,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
3,test,1,0.5243,0.9363,0.005397431039810181,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
4,train,2,0.55004,0.9358,0.005202284045219422,5.1,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
5,test,2,0.525,0.9312,0.005411093723773956,,0,14296,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
0,train,0,0.5571,0.94334,0.005085983376502991,5.1,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
1,test,0,0.5323,0.9391,0.005302863991260528,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
2,train,1,0.55612,0.9436,0.0051034472489357,5.0,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
3,test,1,0.527,0.9394,0.005320971369743347,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
4,train,2,0.55182,0.94354,0.005094956419467926,4.9,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
5,test,2,0.5275,0.9378,0.005318603444099426,,1,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
0,train,0,0.5574,0.9419,0.00509171377658844,5.1,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
1,test,0,0.5328,0.9361,0.005322557234764099,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
2,train,1,0.56156,0.94314,0.005051047923564911,5.0,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
3,test,1,0.5379,0.938,0.005281981670856476,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
4,train,2,0.55514,0.94288,0.005093255798816681,4.9,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
5,test,2,0.53,0.9379,0.0053217737555503845,,2,14170,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
0,train,0,0.55506,0.94344,0.005075176904201508,5.1,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
1,test,0,0.5346,0.9384,0.005315015554428101,,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
2,train,1,0.56494,0.94432,0.0050080211377143856,5.0,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
3,test,1,0.5367,0.9419,0.0052482600808143615,,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
4,train,2,0.55546,0.9424,0.005087362585067749,5.0,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
5,test,2,0.5319,0.9395,0.0053369050741195675,,3,13840,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,CNN,2,layerwise,CNN_layerwise
