,type,epoch,top1,top5,loss,time,layer,layer_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,model,round,train_strategy,model_strategy
0,train,0,0.3656,0.84624,0.007156126382350921,4.9,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
1,test,0,0.3668,0.8396,0.00717562358379364,,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
2,train,1,0.3954,0.87302,0.006817835335731506,5.1,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
3,test,1,0.3866,0.8714,0.006859945297241211,,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
4,train,2,0.41226,0.88642,0.0065696233487129215,5.1,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
5,test,2,0.4012,0.8854,0.0066372203946113584,,0,789258,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
0,train,0,0.44908,0.89796,0.006294548816680908,5.1,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
1,test,0,0.4405,0.8945,0.00634863486289978,,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
2,train,1,0.4576,0.90124,0.006205656101703644,5.0,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
3,test,1,0.4463,0.9004,0.006268845522403717,,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
4,train,2,0.45906,0.90322,0.00617672298669815,5.2,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
5,test,2,0.4465,0.9017,0.006245887756347656,,1,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
0,train,0,0.45744,0.89972,0.006206635403633118,5.0,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
1,test,0,0.4446,0.8995,0.006279776966571808,,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
2,train,1,0.46132,0.90348,0.006161391265392303,5.0,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
3,test,1,0.4485,0.9019,0.0062307811021804806,,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
4,train,2,0.46492,0.90324,0.006131225821971893,5.1,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
5,test,2,0.4512,0.9019,0.006201107692718506,,2,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
0,train,0,0.46586,0.90466,0.00612503378868103,5.0,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
1,test,0,0.4557,0.9027,0.006200301814079285,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
2,train,1,0.46436,0.90486,0.006122898759841919,5.1,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
3,test,1,0.4533,0.9032,0.006198494255542755,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
4,train,2,0.46622,0.90506,0.0061018767309188844,5.0,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
5,test,2,0.4589,0.9034,0.006179311549663544,,3,68362,<class 'torch.optim.adamw.AdamW'>,1024,250,False,0.01,0.001,False,MLP,0,layerwise,MLP_layerwise
